id_publication;date_pub;article_title;categorie;nbr_authors
reference/crc/Rytter07;2017-07-12;Parallel Algorithms on Strings.;incollection;1
reference/crc/Hamidi07;2017-07-12;Blind Detection of Steganographic Content in Digital Images Using Cellular Automata.;incollection;1
reference/crc/Rothke07;2017-07-12;A Look at RFID Security.;incollection;1
reference/crc/YangP12;2017-07-12;Large-Scale Regular Expression Matching on FPGA.;incollection;2
reference/crc/WangW14;2017-07-12;Eye Tracking in Virtual Environments.;incollection;2
reference/crc/Jackson10;2017-07-12;Legal Issues.;incollection;1
reference/crc/DanezisDS10;2017-07-12;Anonymous Communication.;incollection;3
reference/crc/JanaC04;2017-07-12;Context-Aware Mobile Computing.;incollection;2
reference/crc/Wang07;2017-07-12;Petri Nets for Dynamic Event-Driven System Modeling.;incollection;1
reference/crc/NgomZS05;2017-07-12;On the Computing Capacity of Multiple-Valued Multiple-Threshold Perceptrons.;incollection;3
reference/crc/AgarwalAL04;2017-07-12;A Composite Very-Large-Scale Neighborhood Search Algorithm for the Vehicle Routing Problem.;incollection;4
reference/crc/MinartzMKK0012;2017-07-12;Tool Environments to Measure Power Consumption and Computational Performance.;incollection;6
reference/crc/Kremer07;2017-07-12;Spatio-Temporal Connectionist Networks.;incollection;1
reference/crc/Nishizeki013;2017-07-12;Rectangular Drawing Algorithms.;incollection;2
reference/crc/DemetrescuFI04;2017-07-12;Dynamic Trees.;incollection;3
reference/crc/Vega05;2017-07-12;Parallel Genetic Programming.;incollection;1
reference/crc/Chao04;2017-07-12;Developments in Queueing Networks with Tractable Solutions.;incollection;1
reference/crc/GuptaP08;2017-07-12;Yield Analysis and Optimization.;incollection;2
reference/crc/Greenwood-EricksenKS14;2017-07-12;Entertainment Applications of Virtual Environments.;incollection;3
reference/crc/WuD07;2017-07-12;Approximations for Steiner Minimum Trees.;incollection;2
reference/crc/LeeYH07;2017-07-12;Multicast Congestion in Ring Networks.;incollection;3
reference/crc/Bertolotti05;2017-07-12;Real-Time Embedded Operating Systems.;incollection;1
reference/crc/Poore07b;2017-07-12;Cryptographic Key Management Concepts.;incollection;1
reference/crc/RenaudBCB09;2017-07-12;Cybertherapy, Cyberpsychology, and the Use of Virtual Reality in Mental Health.;incollection;4
reference/crc/Misrahi07;2017-07-12;Validating Your Business Partners.;incollection;1
reference/crc/BrightwellW99;2017-07-12;Partially Ordered Sets.;incollection;2
reference/crc/EndlerRRS06;2017-07-12;Proxy-Based Adaptation for Mobile Computing.;incollection;4
reference/crc/KhullerWK07;2017-07-12;Broadcasting on Networks of Workstations.;incollection;3
reference/crc/Thorsheim07;2017-07-12;Comparing Firewall Technologies.;incollection;1
reference/crc/Endorf07;2017-07-12;Measuring ROI on Security.;incollection;1
reference/crc/Chiani06;2017-07-12;Wireless Technologies.;incollection;1
reference/crc/YianilosS04;2017-07-12;Distributed Storage.;incollection;2
reference/crc/GasarchSCHM99;2017-07-12;Theoretical Computer Science.;incollection;5
reference/crc/Singh04;2017-07-12;Introduction to Web Semantics.;incollection;1
reference/crc/DutotMT04;2017-07-12;Scheduling Parallel Tasks Approximation Algorithms.;incollection;3
reference/crc/Gonzalez07c;2017-07-12;Message Dissemination Using Modern Communication Primitives.;incollection;1
reference/crc/Skoudis07b;2017-07-12;Hacker Attacks and Defenses.;incollection;1
reference/crc/Murray07g;2017-07-12;Enterprise Security Architecture.;incollection;1
reference/crc/ChakrabortyBD12;2017-07-12;An Unsupervised Video Shot Boundary Detection Technique Using Fuzzy Entropy Estimation of Video Content.;incollection;3
reference/crc/Henry07e;2017-07-12;An Examination of Firewall Architectures.;incollection;1
reference/crc/OrlinASCGK99;2017-07-12;Networks And Flows.;incollection;6
reference/crc/Szymanski05;2017-07-12;Embedded Web Servers in Distributed Control Systems.;incollection;1
reference/crc/Reich06;2017-07-12;Mobile Middleware for Integration with Enterprise Applications.;incollection;1
reference/crc/Gauwin12;2017-07-12;Tree Automata.;incollection;1
reference/crc/LauBKSWW06;2017-07-12;Code-on-Demand and Code Adaptation for Mobile Computing.;incollection;6
reference/crc/CzumajL07;2017-07-12;Approximation Schemes for Minimum-Cost k-Connectivity Problems in Geometric Graphs.;incollection;2
reference/crc/Dekneuvel05;2017-07-12;Intelligent Sensors.;incollection;1
reference/crc/Bridgeman13;2017-07-12;Graph Drawing in Education.;incollection;1
reference/crc/ChenLZ12;2017-07-12;Exploiting Heterogeneous Computing Systems for Energy Efficiency.;incollection;3
reference/crc/Murray07b;2017-07-12;Common System Design Flaws and Security Issues.;incollection;1
reference/crc/AudzevichMRSTCAHWWPWDEE12;2017-10-19;Intelligent Energy-Aware Networks.;incollection;1,5
reference/crc/RohlU07;2017-07-12;Agent-Oriented Modeling in Simulation.;incollection;2
reference/crc/Pasley07a;2017-07-12;Application Layer.;incollection;1
reference/crc/HealyN13;2017-07-12;Hierarchical Drawing Algorithms.;incollection;2
reference/crc/Nelson07;2017-07-12;Software Engineering Institute Capability Maturity Model.;incollection;1
reference/crc/Stucki07;2017-07-12;How To Begin A Non-Liturgical Forensic Examination.;incollection;1
reference/crc/CaiZ04;2017-07-12;Stochastic Scheduling with Earliness and Tardiness Penalties.;incollection;2
reference/crc/Rothke07c;2017-07-12;A Look at Java Security.;incollection;1
reference/crc/2010fcs;2017-05-16;Handbook of Financial Cryptography and Security.;book;0
reference/crc/OlariuW07;2017-07-12;Approximation Algorithm for Clustering in Ad Hoc Networks.;incollection;2
reference/crc/GourvesBA07;2017-07-12;Approximation in Multiobjective Problems.;incollection;3
reference/crc/Dujmovic13;2017-07-12;Three-Dimensional Drawings.;incollection;1
reference/crc/Stackpole07;2017-07-12;Centralized Authentication Services (Radius, Tacacs, Diameter).;incollection;1
reference/crc/Cater07;2017-07-12;Security Event Management.;incollection;1
reference/crc/AydinMM04;2017-07-12;Periodic Reward-Based Scheduling and Its Application to Power-Aware Real-Time Systems.;incollection;3
reference/crc/Hare07i;2017-07-12;Auditing the Electronic Commerce Environment.;incollection;1
reference/crc/SadeghiW10;2017-07-12;Trusted Computing.;incollection;2
reference/crc/Houser07a;2017-07-12;Blended Threat Analysis.;incollection;1
reference/crc/FisherS04;2019-09-24;Semantic Enterprise Content Management.;incollection;2
reference/crc/PaisleyBJ14;2019-04-02;Bayesian Nonnegative Matrix Factorization with Stochastic Variational Inference.;incollection;3
reference/crc/Borisov04;2017-07-12;Challenges in Wireless Security.;incollection;1
reference/crc/BlumenthalGHH05;2017-07-12;Software Development for Large-Scale Wireless Sensor Networks.;incollection;4
reference/crc/Williams07;2017-07-12;Physical Security.;incollection;1
reference/crc/SavidisGS09;2017-07-12;Training through Entertainment for Learning Difficulties.;incollection;3
reference/crc/FreyL05d;2017-09-25;Transfer of Discrete Logarithms.;incollection;2
reference/crc/RizviO05;2017-07-12;QoS Provisioning in Multi-Class Multimedia Wireless Networks.;incollection;2
reference/crc/FengSLM14;2017-07-12;Embodied Autonomous Agents.;incollection;4
reference/crc/AkcayBX04;2017-07-12;Scheduling of Flexible Resources in Professional Service Firms.;incollection;3
reference/crc/Schiller07;2017-07-12;Information Security for Mergers and Acquisitions.;incollection;1
reference/crc/Katz99;2017-07-12;Biographies.;incollection;1
reference/crc/Wilde04a;2017-07-12;Advanced XML Technologies.;incollection;1
reference/crc/Naylor04;2017-07-12;Binary Space Partitioning Trees.;incollection;1
reference/crc/VialleCJ12;2017-07-12;Optimizing Computing and Energy Performances in Heterogeneous Clusters of CPUs and GPUs.;incollection;3
reference/crc/2007pc;2017-05-16;Handbook of Parallel Computing - Models, Algorithms and Applications.;book;0
reference/crc/BlazewiczBF04;2017-07-12;Scheduling with Discrete Resource Constraints.;incollection;3
reference/crc/Trulove07;2017-07-12;Wired and Wireless Physical Layer Security Issues.;incollection;1
reference/crc/Sahni07;2017-07-12;Rounding, Interval Partitioning, and Separation.;incollection;1
reference/crc/RaviL07;2017-07-12;Topology Control Problems for Wireless Ad Hoc Networks.;incollection;2
reference/crc/Goins07;2017-07-12;Managing Security by the Standards.;incollection;1
reference/crc/Murray07a;2017-07-12;Principles and Applications of Cryptographic Key Management.;incollection;1
reference/crc/Hare07b;2017-07-12;Controlling FTP.;incollection;1
reference/crc/Wilde04;2017-07-12;XML Core Technologies.;incollection;1
reference/crc/Andersson04;2017-07-12;Searching and Priority Queues in o(log n) Time.;incollection;1
reference/crc/Kim12;2017-07-12;Power Saving by Task-Level Dynamic Voltage Scaling.;incollection;1
reference/crc/Zhang04;2017-07-12;B Trees.;incollection;1
reference/crc/CaragiannisPK07;2017-07-12;Online Call Admission Control in Wireless Cellular Networks.;incollection;3
reference/crc/GormleyM14;2017-07-12;Mixed Membership Models for Rank Data.;incollection;2
reference/crc/StutzleDC07;2017-07-12;Stochastic Local Search Algorithms for the Graph Coloring Problem.;incollection;3
reference/crc/Engelen09;2017-07-12;eAccessibility Standardization.;incollection;1
reference/crc/Carbonell09;2017-07-12;"Contributions of ""Ambient"" Multimodality to Universal Access.";incollection;1
reference/crc/Akl07;2017-07-12;Evolving Computational Systems.;incollection;1
reference/crc/Hare07g;2017-07-12;What's Not So Simple about SNMP?;incollection;1
reference/crc/SpieksmaK07;2017-07-12;A Generic Primal-Dual Approximation Algorithm for an Interval Packing and Stabbing Problem.;incollection;2
reference/crc/Shaurette07;2017-07-12;Technology Convergence and Security.;incollection;1
reference/crc/2007dsm;2017-05-16;Handbook of Dynamic System Modeling.;book;0
reference/crc/Ferscha09;2017-07-12;Implicit Interaction.;incollection;1
reference/crc/RosenkrantzRT07;2017-07-12;Approximation Algorithms for Facility Dispersion.;incollection;3
reference/crc/NtoaSS09;2017-07-12;Automatic Hierarchical Scanning for Windows Applications.;incollection;3
reference/crc/Albers07;2017-07-12;Online Computation in Large Networks.;incollection;1
reference/crc/Edwards05;2017-07-12;Languages for Embedded Systems.;incollection;1
reference/crc/SchantzL07;2017-07-12;Dynamic QoS Management in Distributed Real-Time Embedded Systems.;incollection;2
reference/crc/MishraS12;2017-07-12;Green TCAM-Based Internet Routers.;incollection;2
reference/crc/Galyardt14;2017-07-12;Interpreting Mixed Membership.;incollection;1
reference/crc/KharghariaHLP05;2020-01-22;The Foundations of Autonomic Computing.;incollection;4
reference/crc/FengS09;2017-07-12;Speech Input to Support Universal Access.;incollection;2
reference/crc/Burney07;2017-07-12;Roles and Responsibilities of the Information Systems Security Officer.;incollection;1
reference/crc/KounavisC06;2017-07-12;Seamless Connectivity in Infrastructure-Based Networks.;incollection;2
reference/crc/0001L04;2017-09-16;Localized Broadcasting in Mobile Ad Hoc Networks Using Neighbor Designation.;incollection;2
reference/crc/CoffmanLC07a;2017-07-12;Variable-Sized Bin Packing and Bin Covering.;incollection;3
reference/crc/Waller09;2017-07-12;Interpersonal Communication.;incollection;1
reference/crc/TalbiMC05;2017-07-12;Frameworks for the Design of Reusable Parallel and Distributed Metaheuristics.;incollection;3
reference/crc/CoutoMH07;2017-07-12;Impact of the Semantic Web on Modeling and Simulation.;incollection;3
reference/crc/BaruahB07;2017-07-12;Schedulability Analysis of Multiprocessor Sporadic Task Systems.;incollection;2
reference/crc/CormenD07;2017-07-12;Using FG to Reduce the Effect of Latency in Parallel Programs Running on Clusters.;incollection;2
reference/crc/MarsanM05;2017-07-12;Modeling Cellular Networks for Mobile Telephony Services.;incollection;2
reference/crc/Marcus09;2017-07-12;Visible Language for Global Mobile Communication.;incollection;1
reference/crc/Henry07g;2017-07-12;Operations.;incollection;1
reference/crc/ChenDGN06;2017-07-12;Infrastructure Versus Ad HocWireless Networks.;incollection;4
reference/crc/LavagnoZ05;2017-07-12;Embedded Systems.;incollection;2
reference/crc/Schulzrinne04;2017-07-12;Internet Telephony.;incollection;1
reference/crc/Kaplan04;2017-07-12;Persistent Data Structures.;incollection;1
reference/crc/Bird07;2017-07-12;An Introduction to Secure Remote Access.;incollection;1
reference/crc/KranakisKR07;2017-07-12;Computing with Mobile Agents in Distributed Networks.;incollection;3
reference/crc/Fried07d;2017-07-12;Application Service Provider Security.;incollection;1
reference/crc/Rajnak05;2017-07-12;Volcano - Enabling Correctness by Design.;incollection;1
reference/crc/AluruS07;2017-07-12;Spatial Domain Decomposition Methods in Parallel Scientific Computing.;incollection;2
reference/crc/Nakano07;2017-07-12;Fundamental Algorithms on the Reconfigurable Mesh.;incollection;1
reference/crc/DashtiM10;2017-07-12;Fair Exchange.;incollection;2
reference/crc/HoekstraS07;2017-07-12;Modeling Dynamic Systems with Cellular Automata.;incollection;2
reference/crc/MartiLG07;2019-06-04;Principles of Tabu Search.;incollection;3
reference/crc/SweetTJ14;2017-07-12;Hierarchical Mixed Membership Stochastic Blockmodels.;incollection;3
reference/crc/KarunoN07;2017-07-12;Vehicle Scheduling Problems in Graphs.;incollection;2
reference/crc/LetichevskyKWV05;2017-07-12;System Validation.;incollection;4
reference/crc/LeguizamonAB07;2017-07-12;Evolutionary Computation.;incollection;3
reference/crc/SongS05;2017-07-12;Design and Validation Process of In-Vehicle Embedded Electronic Systems.;incollection;2
reference/crc/Chuvakin07;2017-07-12;Covert Channels.;incollection;1
reference/crc/Timkovsky04a;2017-07-12;Reducibility among Scheduling Classes.;incollection;1
reference/crc/Avancha0PJ04;2017-07-12;Data and Services for Mobile Computing.;incollection;4
reference/crc/Miesenberger09;2017-07-12;Best Practice in Design for All.;incollection;1
reference/crc/PruhsST04;2017-07-12;Online Scheduling.;incollection;3
reference/crc/BattistaD13;2017-07-12;GDToolkit.;incollection;2
reference/crc/RaghavanGWG04;2017-07-12;Information Retrieval.;incollection;4
reference/crc/Kobus07;2017-07-12;Application Security.;incollection;1
reference/crc/BalakrishnanHDL04;2017-07-12;A Survey on Mobile Transaction Models.;incollection;4
reference/crc/BonewallGV07;2017-07-12;Security and Privacy for Data Warehouses.;incollection;3
reference/crc/Saracco06;2017-07-12;Toward a Software Infrastructure for Ubiquitous Disappearing Computing.;incollection;1
reference/crc/ShermanKBWSWLCSC14;2017-07-12;Immersive Visualization for the Geological Sciences.;incollection;1,0
reference/crc/SingerC14;2017-07-12;Interpretability of Mixed Membership Models.;incollection;2
reference/crc/2012vs;2019-06-18;Handbook on Soft Computing for Video Surveillance.;book;0
reference/crc/Clark07;2017-07-12;An Introduction to Role-Based Access Control.;incollection;1
